P_id,Proof,P_name,P_type,P_raw,S_id,S_name,S_cui_entrezid,S_SMTY,S_raw,O_id,O_name,O_cui_entrezid,O_SMTY,O_raw
D10389981.P4,"Different gene expression of MDM2, GAGE-1, -2 and FHIT in hepatocellular       carcinoma and focal nodular hyperplasia.",ASSOCIATED_WITH,PREP,in ,D10389981.E3,GAGE1 wt Allele,C3541244,gngm,GAGE-1,D10389981.E6,Focal Nodular Hyperplasia,C0333980,dsyn,focal nodular hyperplasia
D10389981.P5,"Different gene expression of MDM2, GAGE-1, -2 and FHIT in hepatocellular       carcinoma and focal nodular hyperplasia.",ASSOCIATED_WITH,PREP,in ,D10389981.E3,GAGE1 wt Allele,C3541244,gngm,GAGE-1,D10389981.E5,Liver carcinoma,C2239176,neop,hepatocellular       carcinoma
D10389981.P6,"Different gene expression of MDM2, GAGE-1, -2 and FHIT in hepatocellular       carcinoma and focal nodular hyperplasia.",ASSOCIATED_WITH,PREP,in ,D10389981.E2,MDM2 gene,4193,gngm,MDM2,D10389981.E6,Focal Nodular Hyperplasia,C0333980,dsyn,focal nodular hyperplasia
D10389981.P7,"Overexpression and/or mutations of oncogenes, tumour suppressor genes and tumour        rejection genes have been observed in several human malignancies.",PROCESS_OF,MOD_HEAD,human malignancies.,D10389981.E14,Malignant Neoplasms,C0006826,neop,malignancies,D10389981.E13,Homo sapiens,C0086418,humn,human
D10389981.P8,"Overexpression and/or mutations of oncogenes, tumour suppressor genes and tumour        rejection genes have been observed in several human malignancies.",ASSOCIATED_WITH,PREP,in ,D10389981.E9,Tumor Suppressor Genes,C0079427,gngm,tumour suppressor genes,D10389981.E14,Malignant Neoplasms,C0006826,neop,malignancies
D10389981.P9,"Overexpression and/or mutations of oncogenes, tumour suppressor genes and tumour        rejection genes have been observed in several human malignancies.",ASSOCIATED_WITH,PREP,in ,D10389981.E11,"Genes, Neoplasm",C1567848,gngm,tumour        rejection genes,D10389981.E14,Malignant Neoplasms,C0006826,neop,malignancies
D10389981.P10,Samples containing       normal human hepatocytes (HC) served as controls.,PART_OF,MOD_HEAD,human hepatocytes ,D10389981.E26,Hepatocyte,C0227525,cell,hepatocytes,D10389981.E25,Homo sapiens,C0086418,humn,human
D10389981.P11,"Different patterns of non-mutant FHIT transcripts including precise deletion of       exons were found in 7/10 HCC, 2/10 FNH and 2/10 HC.",ASSOCIATED_WITH,PREP,in ,D10389981.E45,Exons,C0015295,bacs,exons,D10389981.E46,Liver carcinoma,C2239176,neop,HCC
D10389981.P12,"However, expression of       non-mutant GAGE-1, -2 RNA was demonstrated exclusively in 6/10 HCC samples.",ASSOCIATED_WITH,PREP,in ,D10389981.E51,GAGE1 wt Allele,C3541244,gngm,GAGE-1,D10389981.E53,Liver carcinoma,C2239176,neop,HCC
D10389981.P13,"Neither GAGE-1, -2 expression nor MDM2       mutations were observed in the FNH samples, or in normal hepatocytes.",ASSOCIATED_WITH,PREP,in ,D10389981.E64,MDM2 gene,4193,gngm,MDM2,D10389981.E66,Focal Nodular Hyperplasia,C0333980,dsyn,FNH
D10389981.P14,"Neither GAGE-1, -2 expression nor MDM2       mutations were observed in the FNH samples, or in normal hepatocytes.",ASSOCIATED_WITH,PREP,in ,D10389981.E63,GAGE1 wt Allele,C3541244,gngm,GAGE-1,D10389981.E66,Focal Nodular Hyperplasia,C0333980,dsyn,FNH
D10395325.P1,"Mammalian heparanase: gene cloning, expression and function in tumor progression        and metastasis.",PART_OF,MOD_HEAD,Mammalian heparanase:,D10395325.E2,HPSE gene,10855,gngm,heparanase,D10395325.E1,Mammals,C0024660,mamm,Mammalian
D10395325.P2,"Mammalian heparanase: gene cloning, expression and function in tumor progression        and metastasis.",DIAGNOSES,PREP,in ,D10395325.E3,gene cloning,C0598888,lbpr,gene cloning,D10395325.E5,Tumor Progression,C0178874,neop,tumor progression
D10395325.P3,"Mammalian heparanase: gene cloning, expression and function in tumor progression        and metastasis.",DIAGNOSES,PREP,in ,D10395325.E3,gene cloning,C0598888,lbpr,gene cloning,D10395325.E6,Secondary Neoplasm,C2939419,neop,metastasis
D10395325.P4,"We        have purified a 50-kDa heparanase from human hepatoma and placenta, and now       report cloning of the cDNA and gene encoding this enzyme.",PROCESS_OF,MOD_HEAD,human hepatoma ,D10395325.E21,Liver neoplasms,C0023903,neop,hepatoma,D10395325.E20,Homo sapiens,C0086418,humn,human
D10395325.P5,"The heparanase mRNA       and protein are preferentially expressed in metastatic cell lines and specimens       of human breast, colon and liver carcinomas.",PART_OF,MOD_HEAD,"human breast,",D10395325.E52,Breast,C0006141,bpoc,breast,D10395325.E51,Homo sapiens,C0086418,humn,human
D10395325.P6,"The heparanase mRNA       and protein are preferentially expressed in metastatic cell lines and specimens       of human breast, colon and liver carcinomas.",PART_OF,VERB,expressed ,D10395325.E48,Proteins,C0033684,aapp,protein,D10395325.E49,Cultured Cell Line,C0007600,cell,cell lines
D10395325.P7,"The heparanase mRNA       and protein are preferentially expressed in metastatic cell lines and specimens       of human breast, colon and liver carcinomas.",PART_OF,VERB,expressed ,D10395325.E46,HPSE gene,10855,aapp,heparanase,D10395325.E49,Cultured Cell Line,C0007600,cell,cell lines
D10395325.P8,"This       represents the first cloned mammalian heparanase, to our knowledge, and provides        direct evidence for its role in tumor metastasis.",PART_OF,MOD_HEAD,"mammalian heparanase,",D10395325.E68,HPSE gene,10855,gngm,heparanase,D10395325.E67,Mammals,C0024660,mamm,mammalian
D10395325.P9,"This       represents the first cloned mammalian heparanase, to our knowledge, and provides        direct evidence for its role in tumor metastasis.",ASSOCIATED_WITH,NOM,role ,D10395325.E68,HPSE gene,10855,gngm,heparanase,D10395325.E70,Neoplasm Metastasis,C0027627,neop,tumor metastasis
D10395325.P10,Cloning of the heparanase gene        enables the development of specific molecular probes for early detection and       treatment of cancer metastasis and autoimmune disorders.,USES,PREP,for ,D10395325.E75,Early Diagnosis,C0596473,diap,early detection,D10395325.E74,Molecular Probes,C0026381,irda,molecular probes
D10395376.P1,"To improve the efficacy and selectivity of gene therapy for hepatocellular       carcinoma (HCC), we designed a strategy for suicide gene therapy in conjunction       with radiation therapy using an HVJ-liposome vector system.",TREATS,PREP,for ,D10395376.E9,gene therapy,C0017296,topp,gene therapy,D10395376.E10,Liver carcinoma,C2239176,neop,hepatocellular       carcinoma
D10395376.P2,The radio-inducible       suicide gene was constructed by insertion of the early growth response gene 1       (Egr-1) promoter upstream of the HSV-tk gene (EGF-tk).,ISA,MOD_HEAD,gene 1 ,D10395376.E22,EGR1 gene,1958,gngm,early growth response gene 1,D10395376.E21,Genes,C0017337,gngm,gene
D10395376.P3,"The Egr-1       gene was highly expressed in HCC compared with normal liver, where expression was       barely detectable.",ISA,MOD_HEAD,Egr-1 ,D10395376.E34,EGR1 gene,1958,gngm,Egr-1,D10395376.E33,Genes,C0017337,gngm,Egr-1
D10395376.P4,"The Egr-1       gene was highly expressed in HCC compared with normal liver, where expression was       barely detectable.",PART_OF,VERB,expressed ,D10395376.E34,EGR1 gene,1958,gngm,Egr-1,D10395376.E36,Liver carcinoma,C2239176,neop,HCC
D10395376.P5,"Next, radiation-inducible activity of the Egr-1 promoter was       examined in primary cultured normal hepatocytes and human hepatoma cell lines       Huh7, HepG2, and PLC/PRF/5 by luciferase assay as a reporter gene system.",ISA,MOD_HEAD,Egr-1 ,D10395376.E44,EGR1 gene,1958,gngm,Egr-1,D10395376.E43,Genes,C0017337,gngm,Egr-1
D10395376.P6,"Next, radiation-inducible activity of the Egr-1 promoter was       examined in primary cultured normal hepatocytes and human hepatoma cell lines       Huh7, HepG2, and PLC/PRF/5 by luciferase assay as a reporter gene system.",PART_OF,MOD_HEAD,"human hepatoma cell lines       Huh7,",D10395376.E51,MIR7-3HG gene,284424,gngm,Huh7,D10395376.E50,human cell line,C0682523,cell,human hepatoma cell lines
D10395376.P7,"Next, radiation-inducible activity of the Egr-1 promoter was       examined in primary cultured normal hepatocytes and human hepatoma cell lines       Huh7, HepG2, and PLC/PRF/5 by luciferase assay as a reporter gene system.",USES,MOD_HEAD,luciferase assay ,D10395376.E54,Assay,C1510438,lbpr,assay,D10395376.E53,Luciferases,C0024075,aapp,luciferase
D10395376.P8,"Next, radiation-inducible activity of the Egr-1 promoter was       examined in primary cultured normal hepatocytes and human hepatoma cell lines       Huh7, HepG2, and PLC/PRF/5 by luciferase assay as a reporter gene system.",LOCATION_OF,PREP,in ,D10395376.E48,Hepatocyte,C0227525,cell,hepatocytes,D10395376.E52,,3339,aapp,PLC
D10395376.P9,"Next, radiation-inducible activity of the Egr-1 promoter was       examined in primary cultured normal hepatocytes and human hepatoma cell lines       Huh7, HepG2, and PLC/PRF/5 by luciferase assay as a reporter gene system.",LOCATION_OF,PREP,in ,D10395376.E48,Hepatocyte,C0227525,cell,hepatocytes,D10395376.E44,EGR1 gene,1958,aapp,Egr-1
D10395376.P10,"Next, radiation-inducible activity of the Egr-1 promoter was       examined in primary cultured normal hepatocytes and human hepatoma cell lines       Huh7, HepG2, and PLC/PRF/5 by luciferase assay as a reporter gene system.",LOCATION_OF,PREP,in ,D10395376.E48,Hepatocyte,C0227525,cell,hepatocytes,D10395376.E51,MIR7-3HG gene,284424,aapp,Huh7
D10395376.P11,"Egr-1       promoter activity was markedly increased in hepatoma cell lines in a radiation       dose-dependent manner, with maximum activation (15- to 28-fold) 12 hr after       irradiation.",ISA,MOD_HEAD,Egr-1 ,D10395376.E58,EGR1 gene,1958,gngm,Egr-1,D10395376.E57,Genes,C0017337,gngm,Egr-1
D10395376.P12,"Egr-1       promoter activity was markedly increased in hepatoma cell lines in a radiation       dose-dependent manner, with maximum activation (15- to 28-fold) 12 hr after       irradiation.",AUGMENTS,VERB,increased ,D10395376.E58,EGR1 gene,1958,gngm,Egr-1,D10395376.E63,Cultured Cell Line,C0007600,cell,cell lines
D10395376.P13,"In       addition, a ""radiosensitization effect"" was also demonstrated by combination       therapy with the HSV-tk/GCV system and irradiation.",USES,PREP,with ,D10395376.E90,Combined Modality Therapy,C0009429,topp,combination       therapy,D10395376.E92,Ganciclovir,C0017066,phsu,GCV
D10395376.P14,"To examine the efficacy of       this EGR-tk/GCV gene therapy in vivo, xenografted liver tumors in nude mice were        targeted using the HVJ-liposome vector system.",PROCESS_OF,PREP,in ,D10395376.E101,Liver neoplasms,C0023903,neop,liver tumors,D10395376.E102,"Mice, Nude",C0025932,mamm,nude mice
D10395376.P15,"EGR-tk-transfected tumors       regressed significantly after a combination therapy of irradiation and GCV in all       mice (n = 8), and almost disappeared in 3 weeks without any side effects.",PROCESS_OF,PREP,in ,D10395376.E106,Neoplasms,C0027651,neop,tumors,D10395376.E111,Mus,C0026809,mamm,mice
D10395376.P16,"In       comparison, tumors continued to grow in all mice (n = 8 in each group) treated by       transfer of EGR-tk followed by either irradiation without GCV or GCV without       irradiation.",PROCESS_OF,PREP,in ,D10395376.E115,Neoplasms,C0027651,neop,tumors,D10395376.E117,Mus,C0026809,mamm,mice
D10395376.P17,"Our data indicate that HSV-tk gene therapy under the control of a       radioinducible promoter is effective, and might be selective for hepatoma cells       because of its inducible and radiosensitive capacity after radiation exposure as        well as its tumor-specific activation.",USES,MOD_HEAD,HSV-tk gene therapy ,D10395376.E126,Therapeutic procedure,C0087111,topp,therapy,D10395376.E125,HSV-Tk Gene,C1333929,aapp,HSV-tk gene
D10397245.P1,Alpha-fetoprotein-specific genetic immunotherapy for hepatocellular carcinoma.,USES,MOD_HEAD,Alpha-fetoprotein-specific genetic immunotherapy ,D10397245.E2,Immunotherapy,C0021083,topp,immunotherapy,D10397245.E1,AFP gene,174,aapp,Alpha-fetoprotein-specific genetic
D10397245.P2,Alpha-fetoprotein-specific genetic immunotherapy for hepatocellular carcinoma.,TREATS,PREP,for ,D10397245.E2,Immunotherapy,C0021083,topp,immunotherapy,D10397245.E3,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10397245.P3,The majority of human hepatocellular carcinomas overexpress alpha-fetoprotein       (AFP).,PROCESS_OF,MOD_HEAD,human hepatocellular carcinomas ,D10397245.E6,Liver carcinoma,C2239176,neop,hepatocellular carcinomas,D10397245.E5,Homo sapiens,C0086418,humn,human
D10397245.P4,The majority of human hepatocellular carcinomas overexpress alpha-fetoprotein       (AFP).,PRODUCES,VERB,overexpress ,D10397245.E6,Liver carcinoma,C2239176,neop,hepatocellular carcinomas,D10397245.E7,AFP gene,174,aapp,alpha-fetoprotein
D10397245.P5,"Dendritic cells engineered       to express AFP produced potent T-cell responses in mice, as evidenced by the       generation of AFP-specific CTLs, cytokine-producing T cells, and protective       immunity.",PRODUCES,VERB,express ,D10397245.E15,Dendritic Cells,C0011306,cell,Dendritic cells,D10397245.E16,,174,aapp,AFP
D10397245.P6,AFP plasmid-based immunization generated less potent responses.,PART_OF,MOD_HEAD,AFP plasmid-,D10397245.E28,Plasmids,C0032136,bacs,plasmid,D10397245.E27,,174,aapp,AFP
D10397245.P7,"This provides a rational, gene therapy-based       strategy for this disease, which is responsible for the largest number of       cancer-related deaths worldwide.",TREATS,PREP,for ,D10397245.E40,gene therapy,C0017296,topp,gene therapy,D10397245.E42,Disease,C0012634,dsyn,disease
D10402169.P1,"In this study, E1-negative adenoviral vector       encoding wild-type p53 under the control of the human cytomegalovirus promoter       (AdCMV-p53w) was constructed to evaluate its therapeutic efficacy against tumor       nodules developing after injection of HuH7 cell lines in ten nude mice.",PROCESS_OF,MOD_HEAD,ten nude mice.,D10402169.E29,Toxic Epidermal Necrolysis,C0014518,dsyn,ten,D10402169.E30,"Mice, Nude",C0025932,mamm,nude mice
D10402169.P2,"In this study, E1-negative adenoviral vector       encoding wild-type p53 under the control of the human cytomegalovirus promoter       (AdCMV-p53w) was constructed to evaluate its therapeutic efficacy against tumor       nodules developing after injection of HuH7 cell lines in ten nude mice.",PART_OF,MOD_HEAD,tumor       nodules ,D10402169.E25,Nodule,C0028259,acab,nodules,D10402169.E24,Neoplasms,C0027651,neop,tumor
D10402169.P3,"In this study, E1-negative adenoviral vector       encoding wild-type p53 under the control of the human cytomegalovirus promoter       (AdCMV-p53w) was constructed to evaluate its therapeutic efficacy against tumor       nodules developing after injection of HuH7 cell lines in ten nude mice.",PRECEDES,PREP,after ,D10402169.E26,Injection procedure,C1533685,topp,injection,D10402169.E25,Nodule,C0028259,acab,nodules
D10402169.P4,"In this study, E1-negative adenoviral vector       encoding wild-type p53 under the control of the human cytomegalovirus promoter       (AdCMV-p53w) was constructed to evaluate its therapeutic efficacy against tumor       nodules developing after injection of HuH7 cell lines in ten nude mice.",PROCESS_OF,PREP,in ,D10402169.E20,Human Herpesvirus 5 species,C0205725,virs,human cytomegalovirus,D10402169.E30,"Mice, Nude",C0025932,mamm,nude mice
D10402169.P5,"These results suggest that AdCMV-p53w may not only be effective in       treating HCCs expressing mutant p53, but also useful as a local injectable gene       therapy.",COEXISTS_WITH,PREP,in ,D10402169.E59,,7157,gngm,p53w,D10402169.E64,HCCS gene,3052,gngm,HCCs
