id,cui,name,semtypes,text,entrezID,entrezName
D10383909.E97,C0010957,Tissue damage,inpo,tissue damage,,
D10383909.E98,C0136157,Peroxynitrite,"bacs,inch",peroxynitrite,,
D10383909.E99,C0597298,Protein Isoforms,aapp,iNOS,,
D10383909.E100,C0669372,"NOS2A protein, human","aapp,enzy",iNOS,4843,NOS2
D10383909.E101,C0005516,Biological Markers,clna,marker,,
D10383909.E102,C0007634,Cells,cell,cells,,
D10383909.E103,C3811616,OVAAL gene,gngm,oval,148756,OVAAL
D10383909.E104,C0282637,Cell Lineage,idcn,cell lineage,,
D10383909.E105,C0027686,Pathologic Neovascularization,patf,neovascularized,,
D10383909.E106,C0935624,Capillary vessel,bpoc,capillaries,,
D10383909.E107,C0027651,Neoplasms,neop,tumor,,
D10383909.E108,C0040300,Body tissue,tisu,tissues,,
D10385405.E1,C0332453,Disruption,ftcn,Interruption,,
D10385405.E2,C0100748,activin A,"aapp,horm",activin A,,
D10385405.E3,C0596138,autocrine,ortf,autocrine,,
D10385405.E4,C0851285,Regulation,gora,regulation,,
D10385405.E5,C0028948,Oligodeoxyribonucleotides,nnon,oligodeoxynucleotides,,
D10385405.E6,C0677626,hepatoma cell,cell,liver tumor cell,,
D10385405.E7,C1514485,Proliferation,ftcn,proliferation,,
D10385405.E8,C0100748,activin A,"aapp,horm",activin A,,
D10385405.E9,C0680022,member,popg,member,,
D10385405.E10,C0040690,Transforming Growth Factor beta,"aapp,bacs",transforming growth factor-beta       superfamily,,
D10385405.E11,C3156633,hepatocyte proliferation,celf,hepatocyte proliferation,,
D10385405.E12,C1533691,in vitro,qlco,in vitro,,
D10385405.E13,C0240225,Liver mass,dsyn,liver mass,,
D10385405.E14,C1515655,in vivo,spco,in        vivo,,
D10385405.E15,C0205227,Endogenous,ftcn,endogenous,,
D10385405.E16,C0100748,activin A,"aapp,horm",activin A,,
D10385405.E17,C0205276,Local,spco,local,,
D10385405.E18,C0018270,Growth,orgf,growth,,
D10385405.E19,C0443264,Modulated,spco,modulation,,
D10385405.E20,C1518422,Negation,ftcn,not,,
D10385405.E21,C0449913,System,ftcn,system,,
D10385405.E22,C2948600,Aim,phsu,aim,,
D10385405.E23,C2603343,Study,resa,study,,
D10385405.E24,C0033268,production,ocac,production,,
D10385405.E25,C0100748,activin A,"aapp,horm",activin A,,
D10385405.E26,C0023903,Liver neoplasms,neop,hepatoma,,
D10385405.E27,C0682523,human cell line,cell,human hepatoma cell line,,
D10385405.E28,C1436532,"endothelial PAS domain protein 1, human","aapp,bacs",HLF,3131,HLF
D10385405.E29,C0332149,Possible,qlco,possible,,
D10385405.E30,C0596138,autocrine,ortf,autocrine,,
D10385405.E31,C0050668,Activins,"aapp,horm",activin,,
D10385405.E32,C0018282,Growth Inhibitors,"bacs,phsu",cell growth inhibitor,,
D10385405.E33,C0332206,Blocking,ftcn,blocking,,
D10385405.E34,C0033268,production,ocac,production,,
D10385405.E35,C0205227,Endogenous,ftcn,endogenous,,
D10385405.E36,C0050668,Activins,"aapp,horm",activin,,
D10385405.E37,C0028948,Oligodeoxyribonucleotides,nnon,oligodeoxynucleotides,,
D10385405.E38,C0205228,Exogenous,ftcn,exogenous,,
D10385405.E39,C0100748,activin A,"aapp,horm",activin A,,
D10385405.E40,C1260953,Suppressed,ftcn,suppressed,,
D10385405.E41,C1436532,"endothelial PAS domain protein 1, human","aapp,bacs",HLF,3131,HLF
D10385405.E42,C0007595,cell growth,celf,cell growth,,
D10385405.E43,C0100748,activin A,"aapp,horm",activin A,,
D10385405.E44,C0007634,Cells,cell,cells,,
D10385405.E45,C0205200,Confluent,qlco,confluency,,
D10385405.E46,C0949466,Western Blot,lbpr,Western blotting analysis,,
D10385405.E47,C0007634,Cells,cell,Cells,,
D10385405.E48,C0599533,phosphorothioate,inch,phosphorothioate,,
D10385405.E49,C0392747,Changing,ftcn,modified,,
D10385405.E50,C0028948,Oligodeoxyribonucleotides,nnon,oligodeoxynucleotides,,
D10385405.E51,C0004793,Base Sequence,nusq,base       sequences,,
D10385405.E52,C0532964,Inhibin Beta A,"aapp,bacs",activin betaA,,
D10385405.E53,C1711351,Subunit,qnco,subunit,,
D10385405.E54,C0035696,"RNA, Messenger","bacs,nnon",messenger RNA,,
D10385405.E55,C0229671,Serum,bdsu,serum-,,
D10385405.E56,C1880497,Empty (qualifier),qlco,free,,
D10385405.E57,C0348080,Condition,qlco,conditions,,
D10385405.E58,C0347980,% uptake,qnco,Uptake,,
D10385405.E59,C0028948,Oligodeoxyribonucleotides,nnon,oligodeoxynucleotides,,
D10385405.E60,C0007634,Cells,cell,cells,,
D10385405.E61,C0042153,utilization qualifier,ftcn,use,,
D10385405.E62,C0060520,Fluorescein,"irda,orch",fluorescein,,
D10385405.E63,C0124209,Isothiocyanate,orch,isothiocyanate,,
D10385405.E64,C0028948,Oligodeoxyribonucleotides,nnon,oligodeoxynucleotides,,
D10385405.E65,C0028948,Oligodeoxyribonucleotides,nnon,oligodeoxynucleotides,,
D10385405.E66,C0392756,Reduced,qlco,reduced,,
D10385405.E67,C0100748,activin A,"aapp,horm",activin A,,
D10385405.E68,C0033268,production,ocac,production,,
D10385405.E69,C0679932,competition,socb,competitive,,
D10385405.E70,C3853643,Probe with target amplification technique,lbpr,PCR,,
D10385405.E71,C0005863,Western Blotting,"lbpr,mbrt",Western blotting,,
D10385405.E72,C0532964,Inhibin Beta A,"aapp,bacs",Activin betaA,,
D10385405.E73,C0028948,Oligodeoxyribonucleotides,nnon,oligodeoxynucleotides,,
D10385405.E74,C0442805,Increase,ftcn,increased,,
D10385405.E75,C0596290,Cell Proliferation,celf,cell proliferation,,
D10385405.E76,C2926606,Procedure findings:Finding:Point in time:^Patient:Narrative,clna,findings,,
D10385405.E77,C0596138,autocrine,ortf,autocrine,,
D10385405.E78,C0100748,activin A,"aapp,horm",activin A,,
D10385405.E79,C1999216,Inhibitor,qlco,inhibitor,,
D10385405.E80,C3156633,hepatocyte proliferation,celf,hepatocyte proliferation,,
D10385645.E1,C0542341,Function,ftcn,function,,
D10385645.E2,C0282552,beta-Chemokines,"aapp,imft",CC chemokines,,
D10385645.E3,C0086418,Homo sapiens,humn,human,,
D10385645.E4,C0345904,Malignant neoplasm of liver,neop,malignant liver tumors,,
D10385645.E5,C0086418,Homo sapiens,humn,human,,
D10385645.E6,C1335989,Small Inducible Cytokine B9,"aapp,imft",monokine induced by gamma-interferon,,
D10385645.E7,C0024264,Lymphocyte,cell,lymphocyte,,
D10385645.E8,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10385645.E9,C0282554,chemokine,"aapp,imft",Chemotactic cytokines,,
D10385645.E10,C0282554,chemokine,"aapp,imft",chemokines,,
D10385645.E11,C0024264,Lymphocyte,cell,lymphocytes,,
D10385645.E12,C0007577,Cell Adhesion,celf,cellular adhesion,,
D10385645.E13,C2936223,Transendothelial Migration,ortf,transendothelial       migration,,
D10385645.E14,C2603343,Study,resa,study,,
D10385645.E15,C0542341,Function,ftcn,function,,
D10385645.E16,C0086418,Homo sapiens,humn,human,,
D10385645.E17,C1335989,Small Inducible Cytokine B9,"aapp,imft",monokine       induced by gamma-interferon,,
D10385645.E18,C0079633,Interleukin-8,"aapp,imft",interleukin-8,,
D10385645.E19,C0056978,CXC chemokine IP-10,"aapp,bacs",interferon-inducible protein-10,,
D10385645.E20,C0128546,Small Inducible Cytokine A3,"aapp,imft",macrophage inflammatory       protein-1alpha,,
D10385645.E21,C0209338,Chemokine (C-C Motif) Ligand 4,"aapp,imft",MIP-1beta,,
D10385645.E22,C0205307,Normal,qlco,normal,,
D10385645.E23,C0039194,T-Lymphocyte,cell,T       lymphocyte,,
D10385645.E24,C0072978,RANTES,"aapp,imft",RANTES,,
D10385645.E25,C0008015,Macrophage Chemotactic Factors,imft,macrophage chemoattractant,,
D10385645.E26,C0087044,Synapsin I,"aapp,bacs",protein-1,,
D10385645.E27,C0282554,chemokine,"aapp,imft",chemokines,,
D10385645.E28,C0597357,receptor,"aapp,rcpt",receptors,,
D10385645.E29,C0024264,Lymphocyte,cell,lymphocytes,,
D10385645.E30,C0086418,Homo sapiens,humn,human,,
D10385645.E31,C0023903,Liver neoplasms,neop,liver tumors,,
D10385645.E32,C0282554,chemokine,"aapp,imft",Chemokine,,
D10385645.E33,C0282554,chemokine,"aapp,imft",chemokine,,
D10385645.E34,C0597360,receptor expression,genf,receptor expression,,
D10385645.E35,C0021044,Immunohistochemistry,diap,immunohistochemistry,,
D10385645.E36,C0016263,Flow Cytometry,lbpr,flow cytometry,,
D10385645.E37,C0162788,In Situ Hybridization,mbrt,in situ hybridization,,
D10385645.E38,C0035542,Ribonucleases,"aapp,enzy",ribonuclease,,
D10385645.E39,C1545588,Protection,fndg,protection,,
D10385645.E40,C1510438,Assay,lbpr,assays,,
D10385645.E41,C0542341,Function,ftcn,function,,
D10385645.E42,C1533691,in vitro,qlco,in vitro,,
D10385645.E43,C0008018,Chemotaxis,celf,chemotaxis,,
D10385645.E44,C0879438,allogeneic lymphocytes,"imft,phsu",tumor-derived lymphocytes,,
D10385645.E45,C1998793,Purifying,ftcn,purified,,
D10385645.E46,C0282554,chemokine,"aapp,imft",chemokines,,
D10385645.E47,C0027651,Neoplasms,neop,tumor,,
D10385645.E48,C2717940,Hep G2 Cells,cell,HepG2 tumor cell,,
D10385645.E49,C0220814,Cultural aspects,ftcn,culture,,
D10385645.E50,C1550101,Supernatant,bdsu,supernatants,,
D10385645.E51,C0879438,allogeneic lymphocytes,"imft,phsu",Tumor-derived lymphocytes,,
D10385645.E52,C0442821,Strong,qlco,strong,,
D10385645.E53,C0008018,Chemotaxis,celf,chemotactic,,
D10385645.E54,C0871261,Response process,orga,responses,,
D10385645.E55,C0282553,CXC Chemokines,"aapp,imft",CXC chemokines,,
D10385645.E56,C1533691,in vitro,qlco,in vitro,,
D10385645.E57,C0205250,High,qlco,high,,
D10385645.E58,C0536201,Chemokine (C-X-C Motif) Receptor 3,"aapp,rcpt",CXCR3,2833,CXCR3
D10385645.E59,C0086418,Homo sapiens,humn,HuMig,,
D10385645.E60,C1335989,Small Inducible Cytokine B9,"aapp,imft",HuMig,,
D10385645.E61,C0205263,Induce (action),ftcn,IP-10,,
D10385645.E62,C0597357,receptor,"aapp,rcpt",IP-10 receptor,,
D10385645.E63,C0387687,Chemokine (C-C Motif) Receptor 5,"aapp,imft,rcpt",CCR5,1234,CCR5
D10385645.E64,C0072978,RANTES,"aapp,imft",RANTES,,
D10385645.E65,C0128546,Small Inducible Cytokine A3,"aapp,imft",MIP-1alpha,,
D10385645.E66,C0209338,Chemokine (C-C Motif) Ligand 4,"aapp,imft",MIP-1beta,,
D10385645.E67,C0597357,receptor,"aapp,rcpt",receptor,,
D10385645.E68,C0879438,allogeneic lymphocytes,"imft,phsu",tumor-derived lymphocytes,,
D10385645.E69,C1514798,Recombinants,orgm,recombinant,,
D10385645.E70,C0879590,IL2 gene,gngm,IL-2,3558,IL2
D10385645.E71,C0442805,Increase,ftcn,increased,,
D10385645.E72,C0536201,Chemokine (C-X-C Motif) Receptor 3,"aapp,rcpt",CXCR3,2833,CXCR3
D10385645.E73,C0282554,chemokine,"aapp,imft",chemokines,,
D10385645.E74,C0014261,"Endothelium, Vascular",tisu,vascular endothelium,,
D10385645.E75,C0086418,Homo sapiens,humn,HuMig,,
D10385645.E76,C1335989,Small Inducible Cytokine B9,"aapp,imft",HuMig,,
D10385645.E77,C0079633,Interleukin-8,"aapp,imft",IL-8,,
D10385645.E78,C0128546,Small Inducible Cytokine A3,"aapp,imft",MIP-1alpha,,
D10385645.E79,C0209338,Chemokine (C-C Motif) Ligand 4,"aapp,imft",MIP-1beta,,
D10385645.E80,C1179028,Endothelium of sinusoid,tisu,sinusoidal endothelium,,
D10385645.E81,C0086418,Homo sapiens,humn,HuMig,,
D10385645.E82,C1335989,Small Inducible Cytokine B9,"aapp,imft",HuMig,,
D10385645.E83,C0128546,Small Inducible Cytokine A3,"aapp,imft",MIP-1alpha,,
D10385645.E84,C0209338,Chemokine (C-C Motif) Ligand 4,"aapp,imft",MIP-1beta,,
D10385645.E85,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10385645.E86,C1533691,in vitro,qlco,In vitro,,
D10385645.E87,C2717940,Hep G2 Cells,cell,HepG2 cells,,
D10385645.E88,C0205245,Functional,ftcn,functional,,
D10385645.E89,C0008013,Chemotactic Factors,bacs,chemotactic factors,,
D10385645.E90,C0879438,allogeneic lymphocytes,"imft,phsu",tumor-derived lymphocytes,,
D10385645.E91,C0387687,Chemokine (C-C Motif) Receptor 5,"aapp,imft,rcpt",CCR5,1234,CCR5
D10385645.E92,C0536201,Chemokine (C-X-C Motif) Receptor 3,"aapp,rcpt",CXCR3,2833,CXCR3
D10385645.E93,C0746619,monoclonal,fndg,monoclonal,,
D10385645.E94,C1624602,Anti-Antibodies,"aapp,imft",anti-CXCR3 monoclonal antibodies,,
D10385645.E95,C0024264,Lymphocyte,cell,lymphocytes,,
D10385645.E96,C0086418,Homo sapiens,humn,human,,
D10385645.E97,C0023903,Liver neoplasms,neop,liver tumors,,
D10385645.E98,C0597357,receptor,"aapp,rcpt",receptors,,
D10385645.E99,C0282552,beta-Chemokines,"aapp,imft",CC chemokines,,
D10385645.E100,C2347946,Relevance,qlco,relevant,,
D10385645.E101,C0282554,chemokine,"aapp,imft",chemokine,,
D10385645.E102,C0023688,Ligands,chem,ligands,,
D10385645.E103,C2239176,Liver carcinoma,neop,hepatocellular       carcinoma,,
D10385645.E104,C0086418,Homo sapiens,humn,HuMig,,
D10385645.E105,C1335989,Small Inducible Cytokine B9,"aapp,imft",HuMig,,
D10385645.E106,C0027651,Neoplasms,neop,tumor,,
D10385645.E107,C0014257,Endothelium,tisu,endothelium,,
D10385645.E108,C0024264,Lymphocyte,cell,lymphocyte,,
D10385645.E109,C0027651,Neoplasms,neop,tumors,,
D10385645.E110,C1515655,in vivo,spco,in vivo,,
D10385645.E111,C0085732,Ability,orga,ability,,
D10385645.E112,C2717940,Hep G2 Cells,cell,HepG2 cells,,
D10385645.E113,C0065349,Lymphocyte chemotactic factor,"aapp,bacs",lymphocyte chemotactic       factors,,
D10385645.E114,C1533691,in vitro,qlco,in vitro,,
D10385645.E115,C0027651,Neoplasms,neop,tumor,,
D10385645.E116,C0024264,Lymphocyte,cell,lymphocyte,,
D10385645.E117,C1515655,in vivo,spco,in       vivo,,
D10389981.E1,C1519516,Tissue-Specific Gene Expression,genf,Different gene expression,,
D10389981.E2,C0812222,MDM2 gene,gngm,MDM2,4193,MDM2
D10389981.E3,C3541244,GAGE1 wt Allele,gngm,GAGE-1,,
D10389981.E4,C0919457,FHIT gene,gngm,FHIT,2272,FHIT
D10389981.E5,C2239176,Liver carcinoma,neop,hepatocellular       carcinoma,,
D10389981.E6,C0333980,Focal Nodular Hyperplasia,dsyn,focal nodular hyperplasia,,
D10389981.E7,C0026882,Mutation,genf,mutations,,
D10389981.E8,C0029016,Oncogenes,gngm,oncogenes,,
D10389981.E9,C0079427,Tumor Suppressor Genes,gngm,tumour suppressor genes,,
D10389981.E10,C1548437,Rejected,qlco,rejection,,
D10389981.E11,C1567848,"Genes, Neoplasm",gngm,tumour        rejection genes,,
D10389981.E12,C0439064,Numerous,qnco,several,,
D10389981.E13,C0086418,Homo sapiens,humn,human,,
D10389981.E14,C0006826,Malignant Neoplasms,neop,malignancies,,
D10389981.E15,C0936012,Analysis,resa,analyses,,
D10389981.E16,C0011900,Diagnosis,fndg,diagnostic,,
D10389981.E17,C0334590,Anaplastic Oligodendroglioma,neop,malignant,,
D10389981.E18,C0227525,Hepatocyte,cell,hepatocytes,,
D10389981.E19,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10389981.E20,C1518371,Non-Malignant,qlco,non-malignant,,
D10389981.E21,C0227525,Hepatocyte,cell,hepatocytes,,
D10389981.E22,C0333980,Focal Nodular Hyperplasia,dsyn,focal nodular hyperplasia,,
D10389981.E23,C0370003,Specimen,sbst,Samples,,
D10389981.E24,C0205307,Normal,qlco,normal,,
D10389981.E25,C0086418,Homo sapiens,humn,human,,
D10389981.E26,C0227525,Hepatocyte,cell,hepatocytes,,
D10389981.E27,C2734073,Cellular material,celc,Cellular material,,
D10389981.E28,C1510483,Fine needle aspiration biopsy,diap,fine-needle aspiration biopsy,,
D10389981.E29,C0220934,Ultrasonic,ftcn,ultrasound,,
D10389981.E30,C0007634,Cells,cell,Cells,,
D10389981.E31,C0026882,Mutation,genf,mutation,,
D10389981.E32,C0029016,Oncogenes,gngm,oncogene,,
D10389981.E33,C0812222,MDM2 gene,gngm,MDM2,4193,MDM2
D10389981.E34,C0017337,Genes,gngm,genes,,
D10389981.E35,C3541244,GAGE1 wt Allele,gngm,GAGE-1,,
D10389981.E36,C0009219,Coding,ocac,coding,,
D10389981.E37,C0041361,Tumor Antigens,"aapp,imft",tumour-associated antigens,,
D10389981.E38,C1707257,Candidate Tumor Suppressor Gene,gngm,candidate tumour suppressor gene,,
D10389981.E39,C0919457,FHIT gene,gngm,FHIT,2272,FHIT
D10389981.E40,C1272746,Change patterns,qlco,Different patterns,,
D10389981.E41,C1518422,Negation,ftcn,non-,,
D10389981.E42,C0596988,mutant,comd,mutant,,
D10389981.E43,C0919457,FHIT gene,gngm,FHIT,2272,FHIT
D10389981.E44,C1519595,Transcript,nnon,transcripts,,
D10389981.E45,C0015295,Exons,"bacs,nnon",exons,,
D10389981.E46,C2239176,Liver carcinoma,neop,HCC,,
D10389981.E47,C0333980,Focal Nodular Hyperplasia,dsyn,FNH,,
D10389981.E48,C0227525,Hepatocyte,cell,HC,,
D10389981.E49,C1518422,Negation,ftcn,non-,,
D10389981.E50,C0596988,mutant,comd,mutant,,
D10389981.E51,C3541244,GAGE1 wt Allele,gngm,GAGE-1,,
D10389981.E52,C0035668,RNA,nnon,RNA,,
D10389981.E53,C2239176,Liver carcinoma,neop,HCC,,
D10389981.E54,C2347026,Biospecimen,cnce,samples,,
D10389981.E55,C1517331,Further,spco,Further,,
D10389981.E56,C1517495,Gene Feature,gngm,genetic features,,
D10389981.E57,C2239176,Liver carcinoma,neop,HCC,,
D10389981.E58,C0162735,Point Mutation,comd,point mutations,,
D10389981.E59,C0080347,Zinc Fingers,amas,zinc-finger       motif,,
D10389981.E60,C0812222,MDM2 gene,gngm,MDM2,4193,MDM2
D10389981.E61,C2239176,Liver carcinoma,neop,HCC,,
D10389981.E62,C0370003,Specimen,sbst,samples,,
D10389981.E63,C3541244,GAGE1 wt Allele,gngm,GAGE-1,,
D10389981.E64,C0812222,MDM2 gene,gngm,MDM2,4193,MDM2
D10389981.E65,C0026882,Mutation,genf,mutations,,
D10389981.E66,C0333980,Focal Nodular Hyperplasia,dsyn,FNH,,
D10389981.E67,C2347026,Biospecimen,cnce,samples,,
D10389981.E68,C0205307,Normal,qlco,normal,,
D10389981.E69,C0227525,Hepatocyte,cell,hepatocytes,,
D10389981.E70,C2926606,Procedure findings:Finding:Point in time:^Patient:Narrative,clna,findings,,
D10389981.E71,C2745955,Occurrence,tmco,occurrence,,
D10389981.E72,C0919457,FHIT gene,gngm,FHIT,2272,FHIT
D10389981.E73,C1519595,Transcript,nnon,transcripts,,
D10389981.E74,C1518422,Negation,ftcn,not,,
D10389981.E75,C0279000,Liver and Intrahepatic Biliary Tract Carcinoma,neop,hepatic malignant tumours,,
D10389981.E76,C0812222,MDM2 gene,gngm,MDM2,4193,MDM2
D10389981.E77,C0026882,Mutation,genf,mutations,,
D10389981.E78,C3541244,GAGE1 wt Allele,gngm,GAGE-1,,
D10389981.E79,C2239176,Liver carcinoma,neop,HCC,,
D10389981.E80,C0370003,Specimen,sbst,specimens,,
D10389981.E81,C0599161,Reverse Transcriptase Polymerase Chain Reaction,mbrt,RT-PCR,,
D10389981.E82,C1510438,Assay,lbpr,assays,,
D10389981.E83,C3541244,GAGE1 wt Allele,gngm,GAGE-1,,
D10389981.E84,C0812222,MDM2 gene,gngm,MDM2,4193,MDM2
D10389981.E85,C3827682,Useful,qlco,useful,,
D10389981.E86,C0010799,Cytodiagnosis,lbpr,cytodiagnosis,,
D10389981.E87,C0023903,Liver neoplasms,neop,liver neoplasms,,
D10395325.E1,C0024660,Mammals,mamm,Mammalian,,
D10395325.E2,C1367469,HPSE gene,gngm,heparanase,10855,HPSE
D10395325.E3,C0598888,gene cloning,"lbpr,mbrt",gene cloning,,
D10395325.E4,C0542341,Function,ftcn,function,,
D10395325.E5,C0178874,Tumor Progression,neop,tumor progression,,
D10395325.E6,C2939419,Secondary Neoplasm,neop,metastasis,,
D10395325.E7,C0062503,Heparan Sulfate Proteoglycans,"aapp,bacs",Heparan sulfate proteoglycans,,
D10395325.E8,C0015350,Extracellular Matrix,tisu,extracellular matrix,,
D10395325.E9,C0729650,Constituents,sbst,constituents,,
D10395325.E10,C0018284,Growth Factor,"aapp,bacs",growth factors,,
D10395325.E11,C0014442,Enzymes,"enzy,orch",enzymes,,
D10395325.E12,C0699900,Catabolism,orgf,Degradation,,
D10395325.E13,C0019143,Heparitin Sulfate,"bacs,orch",heparan sulfate,,
D10395325.E14,C0062505,heparanase,"aapp,enzy",heparanase,10855,HPSE
D10395325.E15,C0010813,Cytokinesis,celf,cleavage,,
D10395325.E16,C2346866,Assortment,cnce,variety,,
D10395325.E17,C3714634,Biological Processes,biof,biological processes,,
D10395325.E18,C1532717,Kilodalton,qnco,kDa,,
D10395325.E19,C0062505,heparanase,"aapp,enzy",heparanase,10855,HPSE
D10395325.E20,C0086418,Homo sapiens,humn,human,,
D10395325.E21,C0023903,Liver neoplasms,neop,hepatoma,,
D10395325.E22,C0032043,Placenta,emst,placenta,,
D10395325.E23,C0009013,Clone Cells,cell,cloning,,
D10395325.E24,C0006556,"DNA, Complementary",nnon,cDNA,,
D10395325.E25,C0017337,Genes,gngm,gene,,
D10395325.E26,C0014442,Enzymes,"enzy,orch",enzyme,,
D10395325.E27,C0009013,Clone Cells,cell,cloned,,
D10395325.E28,C0006556,"DNA, Complementary",nnon,cDNA,,
D10395325.E29,C0021585,Insecta,euka,insect,,
D10395325.E30,C1512977,Mammalian Cell,cell,mammalian cells,,
D10395325.E31,C1532717,Kilodalton,qnco,kDa,,
D10395325.E32,C1532717,Kilodalton,qnco,kDa,,
D10395325.E33,C0062505,heparanase,"aapp,enzy",heparanase,10855,HPSE
D10395325.E34,C0034861,Recombinant Proteins,aapp,recombinant       heparanase proteins,,
D10395325.E35,C1532717,Kilodalton,qnco,kDa,,
D10395325.E36,C0014442,Enzymes,"enzy,orch",enzyme,,
D10395325.E37,C1522240,Process,phpr,processed,,
D10395325.E38,C0014442,Enzymes,"enzy,orch",enzyme,,
D10395325.E39,C0547044,Smaller,qlco,least,,
D10395325.E40,C3817553,100%,qnco,100,,
D10395325.E41,C0332462,Folded structure,spco,fold,,
D10395325.E42,C0205172,More,ftcn,more,,
D10395325.E43,C0205177,Active,ftcn,active,,
D10395325.E44,C1532717,Kilodalton,qnco,kDa,,
D10395325.E45,C1522492,Formation,ftcn,form,,
D10395325.E46,C1367469,HPSE gene,gngm,heparanase,10855,HPSE
D10395325.E47,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10395325.E48,C0033684,Proteins,"aapp,bacs",protein,,
D10395325.E49,C0007600,Cultured Cell Line,cell,cell lines,,
D10395325.E50,C0370003,Specimen,sbst,specimens,,
D10395325.E51,C0086418,Homo sapiens,humn,human,,
D10395325.E52,C0006141,Breast,bpoc,breast,,
D10395325.E53,C1281569,Entire colon,bpoc,colon,,
D10395325.E54,C2239176,Liver carcinoma,neop,liver carcinomas,,
